?namespace

"https://loinc.org/"
"http://comploinc//group/component-system/"
"http://comploinc//group/component/"
"http://comploinc//group/system/"
"http://loinc.org/property/"
"http://snomed.info/"
"https://comploinc-axioms#"
"https://loinc.org/PANEL.DRUG/"
"https://loinc.org/HEM/"
"https://loinc.org/DRUG/"
"https://loinc.org/PANEL.HEM/"
"https://"
